id,action_type,created,metadata_json,occurred_at,question,run,target_id,updated,user
ux0jl1b6a9csfx7,proposal_view,2026-08-01 08:40:36.781Z,,2026-08-01 08:40:37.477Z,0w3z1e5u1y1d83t,,ag1c4yqxa4oe2w4,2026-08-01 08:40:36.781Z,34063db6dedf42bc
qea8z39m01flv7j,session_start,2026-08-01 08:40:36.793Z,"{""isMobile"": true, ""screenHeight"": 770, ""screenWidth"": 411, ""userAgent"": ""Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/150.0.0.0 Mobile Safari/537.36""}",2026-08-01 08:40:37.480Z,,,,2026-08-01 08:40:36.793Z,34063db6dedf42bc
g4wz7jisszfz2rx,page_view,2026-08-01 08:40:36.801Z,"{""to"": ""/questions/0w3z1e5u1y1d83t/proposals/ag1c4yqxa4oe2w4""}",2026-08-01 08:40:37.483Z,0w3z1e5u1y1d83t,,,2026-08-01 08:40:36.801Z,34063db6dedf42bc
rma6c6kz1hqvp80,feed_filter_change,2026-08-01 08:40:39.794Z,"{""feedTab"": ""foryou"", ""selectedLabelId"": null, ""sortMode"": ""Newest""}",2026-08-01 08:40:40.477Z,,,,2026-08-01 08:40:39.794Z,34063db6dedf42bc
2oefp4vy5p5ffsr,page_view,2026-08-01 08:40:39.796Z,"{""from"": ""/questions/0w3z1e5u1y1d83t/proposals/ag1c4yqxa4oe2w4"", ""to"": ""/questions/0w3z1e5u1y1d83t/proposals/ideas""}",2026-08-01 08:40:40.485Z,0w3z1e5u1y1d83t,,,2026-08-01 08:40:39.796Z,34063db6dedf42bc
plgm447n0eiw72c,feed_filter_change,2026-08-01 08:40:41.099Z,"{""feedTab"": ""foryou"", ""selectedLabelId"": null, ""sortMode"": ""Newest""}",2026-08-01 08:40:41.787Z,,,,2026-08-01 08:40:41.099Z,34063db6dedf42bc
c24mc52ysyuo9da,session_start,2026-08-01 08:40:41.104Z,"{""isMobile"": true, ""screenHeight"": 770, ""screenWidth"": 411, ""userAgent"": ""Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/150.0.0.0 Mobile Safari/537.36""}",2026-08-01 08:40:41.791Z,,,,2026-08-01 08:40:41.104Z,34063db6dedf42bc
2p7d988lx3mtvdw,page_view,2026-08-01 08:40:41.112Z,"{""to"": ""/questions/0w3z1e5u1y1d83t/proposals/ideas""}",2026-08-01 08:40:41.792Z,0w3z1e5u1y1d83t,,,2026-08-01 08:40:41.112Z,34063db6dedf42bc
3y1koeqt3dm4mit,feed_filter_change,2026-08-01 08:40:46.860Z,"{""feedTab"": ""foryou"", ""selectedLabelId"": null, ""sortMode"": ""Newest""}",2026-08-01 08:40:47.552Z,,,,2026-08-01 08:40:46.860Z,34063db6dedf42bc
z1g33xuhtfgxl95,session_start,2026-08-01 08:40:46.864Z,"{""isMobile"": true, ""screenHeight"": 770, ""screenWidth"": 411, ""userAgent"": ""Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/150.0.0.0 Mobile Safari/537.36""}",2026-08-01 08:40:47.555Z,,,,2026-08-01 08:40:46.864Z,34063db6dedf42bc
vpch05ru908iwtp,page_view,2026-08-01 08:40:46.865Z,"{""to"": ""/questions/0w3z1e5u1y1d83t/proposals/ideas""}",2026-08-01 08:40:47.556Z,0w3z1e5u1y1d83t,,,2026-08-01 08:40:46.865Z,34063db6dedf42bc
